application_id,cid,loan_product_id,loan_amount,interest_rate,loan_term_months,credit_score,annual_income,debt_to_income_ratio,application_date,status
69876,3314,20,34343,8.37,47,633,43465,0.35,2024-06-04,approved
69877,6788,18,35892,5.57,41,664,25491,0.27,2024-02-11,rejected
69878,3464,4,6836,7.43,106,609,44403,0.53,2024-08-28,rejected
69879,743,15,24100,2.95,332,688,17254,0.48,2022-11-19,approved
69880,7387,4,8997,9.72,98,616,56759,0.38,2025-01-20,approved
69881,7865,20,17480,8.65,33,640,37603,0.47,2024-02-25,approved
69882,6584,7,68899,5.04,45,675,72492,0.16,2024-09-28,approved
69883,8879,19,2971,12.07,11,784,41447,0.34,2022-07-11,rejected
69884,3357,16,460217,5.2,115,693,50566,0.25,2023-11-09,approved
69885,9509,10,4079,14.54,29,662,44484,0.2,2025-02-13,approved
69886,2880,2,16025,7.65,44,631,3007,0.14,2023-02-01,approved
69887,9594,15,145168,3.13,291,649,36966,0.47,2022-11-10,approved
69888,5396,5,195351,7.41,28,661,65155,0.57,2024-01-06,rejected
69889,3181,12,12978,7.6,15,667,50131,0.2,2022-07-15,rejected
69890,5768,4,32090,5.76,95,663,41861,0.2,2025-02-23,approved
69891,5212,2,15089,6.98,50,646,18651,0.38,2023-11-30,approved
69892,4718,4,23186,6.84,92,661,27000,0.59,2022-06-24,approved
69893,6223,11,32104,5.08,39,682,51386,0.4,2024-09-02,approved
69894,589,20,14223,5.47,54,680,53330,0.52,2022-07-18,approved
69895,1,7,221061,6.61,114,661,58849,0.45,2024-09-15,approved
69896,9588,18,44767,4.78,25,719,33257,0.5,2022-08-22,rejected
69897,9935,17,145130,7.92,47,721,37411,0.43,2022-09-07,approved
69898,9451,20,21416,7.64,58,656,75837,0.29,2023-02-03,approved
69899,5903,19,13498,11.9,6,687,52386,0.39,2023-12-12,rejected
69900,4709,19,11519,13.02,12,624,30933,0.41,2025-03-18,approved
69901,5651,2,38178,5.14,74,685,34429,0.26,2023-01-21,approved
69902,5616,16,257714,5.33,110,665,31045,0.43,2022-11-09,rejected
69903,6999,5,162591,10.16,104,685,10095,0.27,2023-08-02,rejected
69904,1623,17,38159,9.46,12,615,92133,0.57,2022-12-18,approved
69905,423,16,445993,8.11,24,649,36580,0.4,2022-10-16,approved
69906,675,11,22930,12.37,15,747,61460,0.57,2023-03-31,approved
69907,979,3,492839,3.24,163,641,86036,0.57,2022-08-18,approved
69908,2510,2,25888,3.67,33,650,30644,0.18,2022-08-25,approved
69909,6727,1,20334,14.64,17,749,41456,0.31,2024-07-31,approved
69910,1798,18,7556,3.07,27,719,49706,0.48,2024-05-06,rejected
69911,2456,1,26775,12.59,17,712,16417,0.11,2023-04-08,rejected
69912,175,3,322781,4.99,169,741,77279,0.21,2022-08-27,approved
69913,5158,13,8059,12.26,16,728,51015,0.54,2024-08-26,rejected
69914,8605,11,24666,12.15,38,654,72271,0.23,2023-03-23,rejected
69915,966,8,22218,6.93,97,618,42682,0.42,2023-01-01,rejected
69916,4460,6,126438,11.77,27,563,987,0.42,2022-05-23,rejected
69917,434,10,4778,9.22,22,753,34571,0.17,2024-09-19,approved
69918,7183,12,21471,5.74,33,694,56546,0.13,2025-01-03,approved
69919,5026,3,398081,2.91,289,729,44101,0.25,2022-09-28,approved
69920,2942,10,4579,17.88,17,772,39992,0.43,2023-09-15,approved
69921,3305,9,360028,4.49,160,629,36789,0.58,2023-09-10,approved
69922,3478,18,42535,4.1,27,713,44755,0.58,2023-04-29,approved
69923,7349,8,32744,5.13,62,637,65158,0.46,2024-03-16,rejected
69924,1525,18,31099,4.31,31,614,2889,0.35,2024-03-07,rejected
69925,5680,14,4335,5.98,29,755,56784,0.14,2023-09-26,approved
69926,746,7,198197,7.27,95,661,42379,0.52,2022-06-17,rejected
69927,7612,16,278068,7.89,100,736,73013,0.31,2023-09-27,rejected
69928,861,7,58935,5.26,114,633,65219,0.27,2022-06-26,approved
69929,8680,1,8946,8.83,23,644,50594,0.26,2023-05-04,rejected
69930,8327,20,30617,14.4,57,674,38745,0.55,2022-11-26,rejected
69931,1224,12,31825,6.71,13,606,42310,0.53,2022-07-21,rejected
69932,5763,11,21330,8.02,42,767,88040,0.54,2024-08-28,approved
69933,286,7,104123,6.23,35,702,34090,0.32,2022-12-28,rejected
69934,8026,15,180456,2.02,117,669,43046,0.44,2023-12-12,rejected
69935,946,20,31522,14.63,29,694,45668,0.33,2023-07-22,approved
69936,3933,1,17024,9.05,47,657,61158,0.58,2023-05-31,approved
69937,5315,16,420007,5.67,35,717,66251,0.26,2023-10-15,approved
69938,9817,16,328308,8.77,66,650,18520,0.49,2022-03-27,approved
69939,279,2,38632,3.95,37,643,57299,0.3,2024-11-15,rejected
69940,7111,3,313946,2.93,262,673,21515,0.26,2023-01-14,approved
69941,6725,12,26691,4.74,40,752,71549,0.27,2023-10-18,approved
69942,9058,16,423211,4.52,75,718,61857,0.54,2024-10-26,approved
69943,976,2,25469,6.29,33,668,16945,0.38,2023-05-21,rejected
69944,2866,10,2416,15.37,34,689,47571,0.26,2023-02-06,approved
69945,6491,14,16915,7.65,24,658,10604,0.29,2024-02-16,approved
69946,8041,16,458744,6.25,73,701,60027,0.42,2022-06-16,approved
69947,4827,12,14802,4.33,29,646,62891,0.3,2023-06-02,approved
69948,1382,7,25105,7.31,66,674,85564,0.55,2024-02-08,approved
69949,4094,9,813412,2.86,352,652,71543,0.32,2023-03-29,approved
69950,8008,10,1586,10.14,27,628,63292,0.44,2022-08-15,approved
69951,5768,5,69893,8.06,87,663,41861,0.53,2023-11-19,approved
69952,9578,19,14571,7.91,8,672,43937,0.53,2023-11-22,rejected
69953,357,8,9420,6.13,109,674,32604,0.59,2024-07-22,rejected
69954,5818,4,12938,8.53,109,586,42671,0.23,2024-03-07,rejected
69955,9554,13,5418,10.05,9,653,36601,0.38,2022-07-28,rejected
69956,3625,12,20090,5.31,21,626,66123,0.53,2023-01-08,approved
69957,5778,3,344227,4.25,305,683,39732,0.39,2022-06-11,approved
69958,3817,16,285372,8.72,95,683,23273,0.42,2023-12-03,rejected
69959,4086,11,40218,13.79,47,750,19095,0.1,2023-07-29,rejected
69960,9950,11,38951,11.02,17,654,41866,0.34,2023-10-29,approved
69961,1727,12,3070,9.12,15,649,30045,0.17,2023-08-15,rejected
69962,7926,5,123031,11.03,28,673,41104,0.38,2024-03-15,rejected
69963,5476,1,2492,12.21,35,677,72785,0.21,2023-04-17,rejected
69964,174,7,89931,4.66,113,658,63512,0.27,2022-12-12,approved
69965,538,7,54025,5.73,36,624,39038,0.46,2022-06-02,rejected
69966,2019,18,14154,6.29,38,727,17785,0.43,2024-01-05,rejected
69967,3869,11,17456,11.86,23,645,85787,0.4,2024-07-26,approved
69968,5326,18,41107,3.35,31,685,55976,0.54,2025-02-23,approved
69969,5699,20,31262,12.23,36,709,22727,0.39,2025-01-11,rejected
69970,1579,19,1497,7.0,6,744,83353,0.14,2024-09-12,approved
69971,5803,17,32990,5.37,31,788,72316,0.16,2022-09-22,approved
69972,9005,19,5245,8.88,18,795,58686,0.54,2022-06-08,approved
69973,7267,19,8037,11.48,20,703,41245,0.14,2022-09-20,rejected
69974,6605,14,4809,8.26,22,644,38836,0.26,2025-03-21,approved
69975,3692,8,19782,4.01,161,708,46688,0.6,2024-12-17,rejected
69976,3975,20,28191,10.46,15,670,24921,0.55,2024-02-11,rejected
69977,4736,18,46056,6.66,47,680,-697,0.28,2022-09-02,approved
69978,5481,2,13846,4.08,29,619,80846,0.47,2025-02-14,approved
69979,2497,5,101249,10.66,27,636,27783,0.12,2023-12-23,rejected
69980,6048,17,22153,8.84,18,727,35937,0.35,2023-04-20,approved
69981,910,12,7643,5.89,33,651,37251,0.17,2023-10-03,approved
69982,607,18,33042,3.71,59,536,67115,0.49,2024-10-24,rejected
69983,4077,13,9613,8.39,11,669,48807,0.32,2024-09-14,approved
69984,6363,19,11001,13.21,7,652,57324,0.47,2022-12-26,rejected
69985,9741,10,3687,7.72,6,682,68141,0.54,2024-06-03,rejected
69986,4228,18,27602,3.02,52,750,10000,0.41,2023-08-14,rejected
69987,2080,8,7230,3.75,110,649,22068,0.47,2024-03-02,rejected
69988,3198,6,102920,9.37,77,647,44850,0.12,2025-02-23,approved
69989,9357,6,49525,10.01,65,595,36176,0.32,2024-05-01,rejected
69990,9862,6,61168,13.93,54,703,30236,0.39,2023-05-07,rejected
69991,4828,18,8511,5.67,45,706,57503,0.42,2024-10-26,approved
69992,5334,15,250740,3.51,257,685,42464,0.38,2024-03-18,approved
69993,4254,4,9571,6.08,90,701,83313,0.26,2023-06-01,rejected
69994,7612,12,22416,7.03,29,736,73013,0.15,2025-02-02,approved
69995,8392,6,146736,12.87,21,648,35947,0.42,2022-06-17,approved
69996,1098,9,163535,4.48,188,612,61210,0.35,2023-12-22,rejected
69997,39,9,232097,2.71,204,698,18787,0.29,2022-06-01,rejected
69998,8354,20,29073,11.69,54,772,108590,0.26,2023-12-21,approved
69999,2709,12,4309,8.33,27,664,31272,0.1,2022-11-28,rejected
70000,2186,9,273939,4.37,337,626,35197,0.57,2024-08-31,rejected
70001,5882,9,149291,3.74,182,709,54595,0.41,2024-06-04,rejected
70002,8214,4,20976,8.12,117,793,57138,0.28,2023-01-09,approved
70003,6324,9,477230,4.51,247,757,48122,0.52,2024-10-24,approved
70004,6997,9,734935,4.34,134,681,78964,0.51,2023-02-08,approved
70005,580,16,70698,6.91,66,680,42143,0.57,2022-10-22,approved
70006,7483,1,25203,6.98,51,714,54765,0.49,2022-07-07,approved
70007,903,14,26443,5.9,27,726,39986,0.42,2022-07-11,rejected
70008,8729,11,8044,10.27,43,572,38329,0.37,2023-02-23,approved
70009,4960,19,10723,10.84,10,711,41039,0.36,2022-08-11,approved
70010,604,19,6627,6.93,11,669,33405,0.54,2025-03-01,rejected
70011,9346,15,346908,4.51,320,711,7774,0.13,2024-08-15,approved
70012,8669,8,6165,3.59,223,673,35326,0.6,2024-05-30,approved
70013,915,20,34301,8.01,37,678,53521,0.23,2024-10-13,approved
70014,3699,13,5574,15.49,11,711,70160,0.48,2025-02-28,approved
70015,1357,19,4618,9.64,16,674,78692,0.39,2022-10-24,approved
70016,1315,14,18743,11.07,18,705,35500,0.23,2024-07-08,rejected
70017,4412,20,20457,11.52,16,659,38991,0.23,2025-02-10,rejected
70018,8234,20,9560,8.23,34,632,38615,0.29,2023-04-29,rejected
70019,6054,9,487860,3.1,292,735,27604,0.45,2024-05-01,rejected
70020,5972,5,10878,8.08,30,706,53603,0.23,2023-11-20,rejected
70021,8529,8,20346,6.19,224,580,69578,0.26,2023-01-11,rejected
70022,506,15,159567,2.99,357,665,53856,0.45,2023-03-13,approved
70023,7415,13,6888,12.07,12,640,49559,0.46,2024-03-07,rejected
70024,1919,20,15999,12.14,13,732,66635,0.42,2023-06-27,approved
70025,5468,1,22076,13.77,18,696,77531,0.48,2023-07-07,approved
70026,259,7,262694,6.72,67,627,29948,0.35,2022-06-18,rejected
70027,4155,18,43972,3.49,36,706,29558,0.15,2022-09-21,approved
70028,4623,16,343065,6.17,41,779,59068,0.57,2024-02-12,rejected
70029,8856,10,958,12.0,10,675,46852,0.38,2023-03-04,rejected
70030,2271,6,149534,8.07,74,598,69530,0.28,2025-02-03,rejected
70031,7826,19,9004,6.93,23,738,58754,0.13,2022-05-11,rejected
70032,5110,3,308042,3.27,140,671,34924,0.42,2023-09-08,approved
70033,6203,2,22276,3.23,28,653,67236,0.11,2022-10-14,rejected
70034,5381,1,5034,10.62,38,700,31427,0.22,2025-02-06,rejected
70035,5416,19,13396,9.35,17,632,64038,0.59,2023-03-17,rejected
70036,4275,4,13931,4.82,55,668,40921,0.34,2022-03-29,approved
70037,6545,10,3741,10.79,28,687,69841,0.21,2023-05-17,rejected
70038,5786,3,169714,3.91,260,711,63973,0.59,2023-09-14,rejected
70039,7136,17,37191,6.75,56,680,61751,0.37,2024-03-08,approved
70040,9165,7,99212,8.85,79,674,48994,0.37,2023-04-03,approved
70041,4595,16,255101,6.38,91,690,42728,0.29,2022-09-13,rejected
70042,5284,19,11923,8.8,23,669,34985,0.41,2024-11-15,approved
70043,8072,2,13322,3.78,54,618,59392,0.43,2025-03-13,rejected
70044,8944,4,26430,9.65,102,605,42481,0.59,2024-12-23,approved
70045,1181,13,5572,6.13,10,744,62628,0.24,2022-12-03,approved
70046,3011,9,660072,3.76,163,642,59627,0.32,2023-11-27,approved
70047,6207,6,72147,8.39,22,660,53947,0.26,2022-05-23,approved
70048,7853,19,11425,10.13,21,711,23427,0.3,2023-05-07,approved
70049,1381,1,9761,10.16,38,699,60207,0.4,2024-09-29,rejected
70050,8128,14,20836,11.97,30,773,25484,0.33,2024-08-07,rejected
70051,1896,10,4357,7.64,30,627,32277,0.2,2023-11-06,approved
70052,4385,16,394863,6.49,82,654,47946,0.45,2022-07-27,approved
70053,9821,18,17283,4.18,56,615,61897,0.59,2022-09-16,rejected
70054,4004,19,10895,13.54,8,688,33853,0.52,2023-04-29,approved
70055,5090,2,26403,4.34,30,655,37365,0.37,2023-10-31,rejected
70056,7166,12,21136,7.71,17,710,91381,0.4,2024-11-09,approved
70057,712,1,15957,7.8,38,714,34556,0.19,2023-09-18,rejected
70058,2575,15,326886,2.45,93,738,46203,0.29,2022-09-13,approved
70059,944,14,18382,7.02,14,740,48077,0.15,2022-12-07,rejected
70060,4285,8,44599,5.64,164,682,54529,0.57,2024-02-14,rejected
70061,887,10,1570,12.82,25,715,47823,0.46,2024-01-07,approved
70062,6122,7,31040,8.03,84,604,49621,0.38,2023-12-13,rejected
70063,4686,7,208478,5.89,41,702,50495,0.34,2022-05-15,approved
70064,9089,2,37517,5.69,35,719,70595,0.14,2024-02-28,approved
70065,5237,10,3719,7.59,16,638,53378,0.39,2024-12-03,approved
70066,6101,9,224863,5.0,127,666,38215,0.38,2022-07-20,approved
70067,7988,20,14205,8.98,19,595,57448,0.43,2023-02-20,rejected
70068,3315,16,418783,8.26,56,739,57081,0.37,2022-06-14,rejected
70069,6382,17,76953,9.56,32,677,66820,0.38,2024-07-27,approved
70070,3177,18,41973,5.64,58,696,12728,0.13,2024-09-02,rejected
70071,84,18,30726,4.24,32,691,63227,0.24,2024-06-01,approved
70072,5066,11,12794,13.38,56,649,25306,0.22,2024-09-26,rejected
70073,163,11,18241,5.13,40,652,77926,0.53,2023-08-31,approved
70074,5101,12,3912,8.51,32,714,59499,0.56,2022-09-08,rejected
70075,1177,11,10154,11.19,20,709,67127,0.23,2022-10-02,rejected
70076,7153,10,2333,8.47,34,604,50057,0.55,2024-12-16,approved
70077,9294,12,2384,5.81,44,614,51780,0.54,2024-11-22,approved
70078,2317,12,29573,9.49,18,703,79524,0.34,2024-07-13,approved
70079,4044,6,125700,6.71,51,652,2040,0.55,2024-04-26,approved
70080,7898,8,33290,7.6,173,758,57433,0.16,2023-11-15,approved
70081,8254,2,11491,3.84,69,688,22741,0.58,2022-07-09,rejected
70082,2699,14,26856,5.47,28,724,29029,0.38,2022-09-04,rejected
70083,2817,5,185932,10.84,109,733,23029,0.47,2023-02-24,rejected
70084,2988,19,5744,12.41,10,623,42457,0.29,2024-06-01,approved
70085,9329,14,3077,5.41,26,721,38903,0.25,2024-05-07,rejected
70086,9741,1,16518,12.11,50,682,68141,0.39,2024-05-26,rejected
70087,4299,10,2405,14.86,11,649,11864,0.39,2023-06-17,approved
70088,3257,13,9679,13.86,11,693,49838,0.14,2023-09-30,approved
70089,3493,7,164263,8.37,58,674,43071,0.39,2024-03-25,approved
70090,6667,17,44511,7.37,59,682,58030,0.37,2023-08-16,approved
70091,529,7,53593,8.13,98,658,39879,0.33,2022-08-24,approved
70092,8078,14,13146,9.54,19,646,39512,0.18,2023-01-21,rejected
70093,8995,8,25017,4.86,237,681,63566,0.57,2024-10-20,approved
70094,4664,1,9091,14.88,50,706,21887,0.13,2023-03-25,approved
70095,3333,12,27025,7.0,42,709,30935,0.32,2022-03-27,rejected
70096,9664,18,20584,6.56,25,675,47458,0.42,2024-02-12,approved
70097,3700,9,706927,2.54,206,639,24207,0.51,2022-05-25,approved
70098,979,20,42749,8.48,19,641,86036,0.17,2023-04-22,approved
70099,9286,13,9046,6.9,21,671,84247,0.57,2022-08-18,rejected
70100,7221,12,8329,4.44,20,616,56936,0.31,2022-04-28,rejected
70101,3453,19,6398,14.91,23,703,43431,0.23,2023-12-22,approved
70102,9214,19,13936,9.0,21,682,45424,0.53,2022-07-15,approved
70103,8624,10,2383,13.89,28,626,49122,0.35,2024-08-28,approved
70104,2934,4,23675,8.13,47,655,64610,0.36,2024-12-26,rejected
70105,366,10,1587,15.04,6,670,65609,0.45,2025-01-24,approved
70106,4700,12,20088,9.7,31,633,28138,0.44,2025-01-01,approved
70107,5450,10,3084,12.89,11,551,31470,0.54,2025-01-02,rejected
70108,1807,16,364385,7.43,66,652,65607,0.44,2022-04-30,approved
70109,6779,7,191374,5.75,56,656,47016,0.36,2024-12-21,rejected
70110,6912,20,6526,13.15,42,720,269,0.31,2023-10-11,approved
70111,6583,7,58533,6.4,63,691,32842,0.19,2022-03-28,rejected
70112,2403,7,52361,5.04,26,703,48880,0.21,2024-07-07,rejected
70113,3039,2,38495,6.91,64,686,62963,0.53,2025-02-20,approved
70114,5448,16,344665,6.89,50,659,45173,0.4,2022-12-12,approved
70115,1679,7,136560,4.98,67,744,58172,0.54,2025-02-21,rejected
70116,1057,9,966550,3.51,204,647,71737,0.31,2024-01-09,approved
70117,6812,3,111991,3.52,211,695,32163,0.23,2022-05-04,approved
70118,2031,8,21273,6.13,160,625,76686,0.41,2023-07-16,approved
70119,6167,18,14421,3.9,55,730,38374,0.35,2025-02-05,rejected
70120,8014,5,6529,9.38,27,643,87872,0.22,2024-01-06,approved
70121,1333,16,387641,7.66,64,620,45427,0.26,2024-02-03,approved
70122,6684,14,6374,5.39,33,603,64034,0.45,2023-07-14,approved
70123,5899,16,50404,5.03,109,676,14853,0.51,2023-01-20,approved
70124,6360,7,108378,8.83,97,669,45351,0.35,2024-08-22,approved
70125,8888,10,4403,10.16,23,799,69483,0.26,2025-01-22,rejected
70126,8221,8,7611,6.46,89,618,75672,0.42,2024-06-12,approved
70127,1774,14,15200,7.18,23,695,28866,0.16,2023-12-21,approved
70128,295,18,26002,5.39,22,653,34022,0.47,2024-02-07,approved
70129,776,10,4179,13.79,14,701,30789,0.33,2024-06-25,rejected
70130,1931,3,337354,4.54,344,629,52954,0.17,2024-01-15,rejected
70131,9154,3,437958,3.86,210,648,37826,0.34,2024-06-24,rejected
70132,685,15,292222,2.27,247,691,44489,0.52,2023-03-23,approved
70133,5352,14,9902,7.1,33,713,23885,0.15,2023-01-18,rejected
70134,2386,17,163046,9.03,27,701,31533,0.3,2023-06-29,approved
70135,9545,15,353843,2.17,92,719,19394,0.39,2022-12-06,approved
70136,5471,13,7965,7.46,19,673,63016,0.4,2024-04-28,approved
70137,4056,15,264311,2.01,60,599,52051,0.33,2022-10-29,rejected
70138,7048,9,840437,4.61,296,721,47116,0.52,2023-06-25,approved
70139,6796,17,136444,6.01,18,716,74585,0.49,2022-10-02,rejected
70140,4536,9,986549,3.73,259,681,72913,0.11,2023-05-11,approved
70141,8342,2,35185,3.84,25,707,67133,0.22,2024-05-17,approved
70142,9149,1,19426,14.9,14,581,35787,0.15,2025-01-26,rejected
70143,9110,20,38138,8.3,27,815,50662,0.2,2024-10-14,approved
70144,8978,20,28639,10.97,35,678,55797,0.15,2023-02-06,rejected
70145,4323,13,6740,9.58,18,747,33492,0.11,2025-01-20,approved
70146,7275,17,147025,9.95,19,671,39938,0.47,2022-05-28,rejected
70147,3586,9,848580,4.13,180,642,71225,0.26,2022-04-25,rejected
70148,6500,15,493327,2.58,215,751,51132,0.2,2023-12-10,approved
70149,6699,11,6964,7.09,40,712,47786,0.48,2022-04-27,rejected
70150,8481,17,47306,6.12,30,691,34297,0.24,2023-12-21,approved
70151,1639,13,3953,10.58,21,672,59620,0.26,2022-05-18,approved
70152,4462,10,2789,13.22,33,747,76863,0.12,2025-01-27,rejected
70153,5367,3,148381,3.35,204,604,65375,0.51,2023-09-22,rejected
70154,8965,8,22153,5.04,231,657,92248,0.36,2023-03-01,approved
70155,7644,1,10084,8.15,58,705,62463,0.51,2022-12-31,approved
70156,7696,16,120724,6.86,86,608,83038,0.1,2023-11-09,approved
70157,9737,19,6050,6.81,19,649,40948,0.2,2022-08-18,rejected
70158,2778,5,29886,7.04,101,629,40757,0.14,2022-11-12,rejected
70159,2119,6,113832,8.81,20,654,20089,0.54,2023-06-03,rejected
70160,628,17,31959,6.81,34,717,50202,0.31,2023-11-02,approved
70161,1961,4,37144,8.2,103,588,36445,0.5,2023-10-18,approved
70162,450,15,102852,2.66,355,676,69808,0.48,2022-07-31,rejected
70163,7167,11,22037,10.9,58,754,46140,0.59,2022-11-06,approved
70164,2283,7,220230,5.17,55,646,80005,0.54,2024-11-03,approved
70165,5650,13,4021,10.64,16,701,56473,0.5,2023-03-26,rejected
70166,5978,8,29661,3.58,215,663,14147,0.5,2024-02-09,rejected
70167,8360,14,14969,9.08,15,668,90360,0.14,2024-05-27,approved
70168,6105,17,97284,8.57,39,585,40828,0.45,2023-06-30,rejected
70169,3747,14,16271,11.22,20,691,48874,0.3,2023-10-22,approved
70170,2638,6,121604,12.61,58,652,55368,0.51,2023-10-01,rejected
70171,1722,20,15720,13.72,25,641,51663,0.45,2024-12-09,approved
70172,2398,4,35502,8.9,93,773,44143,0.29,2023-02-12,approved
70173,6574,16,145242,5.62,27,723,50664,0.39,2022-11-28,rejected
70174,4278,3,415715,3.79,344,663,39687,0.59,2025-02-11,rejected
70175,2465,17,198690,7.61,51,682,28222,0.23,2025-03-14,rejected
70176,1485,4,33454,6.82,50,660,68181,0.6,2024-10-18,approved
70177,9149,16,142133,4.52,85,581,35787,0.44,2023-05-20,rejected
70178,5608,16,152043,8.02,64,681,50956,0.21,2023-12-21,approved
70179,6697,12,8328,4.85,23,645,43836,0.34,2022-08-29,rejected
70180,7933,15,324177,2.4,274,684,60421,0.43,2023-09-22,rejected
70181,3093,15,85152,2.59,222,704,42998,0.18,2024-10-02,approved
70182,7821,20,21800,11.5,48,684,49982,0.17,2025-02-05,approved
70183,4313,7,259370,5.79,37,723,56394,0.22,2024-08-28,approved
70184,6749,11,26338,6.09,27,662,28057,0.5,2024-05-02,approved
70185,9433,8,18698,3.52,88,664,9945,0.55,2023-04-28,approved
70186,2941,7,273320,5.38,84,719,72436,0.31,2022-04-07,approved
70187,6225,20,17879,14.67,23,666,67701,0.28,2022-05-18,rejected
70188,7419,19,14206,12.19,9,727,22937,0.53,2023-11-07,rejected
70189,9751,16,161819,8.89,74,585,48221,0.31,2022-09-16,rejected
70190,8051,18,23425,6.55,12,655,29687,0.22,2022-04-13,approved
70191,8653,10,4775,16.56,33,614,15134,0.35,2024-01-08,approved
70192,9245,8,31132,5.82,66,684,25232,0.32,2022-05-05,rejected
70193,496,13,4204,12.0,23,607,31863,0.25,2022-03-31,approved
70194,822,19,1620,8.63,22,719,74603,0.2,2024-08-26,approved
70195,9062,4,12476,7.63,88,736,88097,0.29,2023-02-07,approved
70196,4904,4,24736,9.29,83,689,74516,0.26,2023-06-20,approved
70197,9669,6,46841,12.0,30,612,52548,0.43,2022-06-10,approved
70198,2189,18,29873,3.5,51,668,49577,0.36,2024-11-09,approved
70199,9281,18,14265,3.59,45,778,66242,0.44,2024-10-19,approved
70200,2846,4,17577,4.12,105,646,45174,0.43,2024-08-01,rejected
70201,6960,15,251108,3.91,104,721,48933,0.42,2024-11-01,rejected
70202,8100,17,155739,7.61,33,754,83736,0.42,2022-04-18,approved
70203,3754,10,935,17.95,18,743,67741,0.26,2023-11-27,approved
70204,9086,6,109945,9.24,83,721,34239,0.48,2024-05-03,rejected
70205,5300,14,14759,11.06,34,653,50322,0.26,2024-10-20,rejected
70206,9774,3,189279,3.55,333,710,60578,0.4,2023-06-07,rejected
70207,2502,9,767032,3.7,253,621,53199,0.48,2023-08-30,approved
70208,1546,4,21626,9.62,49,724,57475,0.27,2023-09-17,approved
70209,3793,13,1754,11.84,20,815,81085,0.49,2023-10-31,approved
70210,8737,18,21731,5.62,18,664,46127,0.52,2022-06-18,rejected
70211,679,17,58248,8.15,23,625,41419,0.59,2022-06-29,rejected
70212,8805,17,72637,5.6,56,623,51049,0.11,2024-04-26,approved
70213,4619,2,42993,3.2,58,735,16941,0.46,2023-07-18,rejected
70214,6735,12,19578,6.82,32,633,71864,0.49,2023-01-19,approved
70215,5138,18,14793,5.21,54,674,54996,0.55,2023-08-10,approved
70216,6985,8,27286,7.26,230,618,65604,0.5,2024-11-25,approved
70217,8726,13,2519,15.56,14,678,51758,0.32,2022-06-26,rejected
70218,2011,8,27557,7.41,81,658,15208,0.53,2022-12-05,rejected
70219,3607,11,25810,14.77,12,612,58530,0.59,2023-01-04,approved
70220,5354,11,31006,9.35,54,672,66455,0.38,2024-03-19,rejected
70221,333,1,2701,14.54,15,627,69839,0.59,2022-05-07,rejected
70222,5987,2,46568,4.8,62,780,38369,0.32,2023-11-10,rejected
70223,5348,17,90725,9.52,31,607,58776,0.5,2023-12-29,rejected
70224,2699,6,31239,7.68,77,724,29029,0.17,2024-12-04,rejected
70225,3289,9,552563,2.9,286,667,46492,0.52,2025-01-24,rejected
70226,1284,17,169784,7.82,41,673,34653,0.27,2025-02-16,approved
70227,1618,9,922773,3.87,250,655,63379,0.43,2024-02-22,rejected
70228,7701,12,13032,7.3,37,690,52009,0.27,2023-05-12,rejected
70229,6818,7,122280,5.64,118,610,43693,0.23,2022-06-07,approved
70230,6752,9,438819,3.62,143,646,31649,0.44,2024-10-08,approved
70231,1524,10,1430,15.72,6,719,47586,0.53,2024-12-22,rejected
70232,3886,20,1809,7.07,32,670,61798,0.48,2023-01-28,approved
70233,300,12,20101,6.05,36,591,42878,0.35,2024-02-14,rejected
70234,2254,14,16595,5.4,21,713,62221,0.21,2022-07-03,rejected
70235,534,18,26351,3.44,13,677,62673,0.58,2022-11-22,rejected
70236,8804,15,295863,4.85,222,762,58166,0.32,2023-04-05,rejected
70237,6249,10,1961,9.76,26,736,95283,0.14,2024-02-11,rejected
70238,5787,7,266134,7.88,41,720,50104,0.35,2023-06-05,rejected
70239,3247,17,130439,7.58,21,691,53925,0.57,2023-06-12,rejected
70240,6914,17,113946,5.76,49,716,51538,0.6,2023-08-12,rejected
70241,4352,9,688682,3.13,275,674,94182,0.49,2023-07-30,approved
70242,8170,4,22384,9.99,107,646,44083,0.42,2024-07-21,approved
70243,4191,9,429670,3.37,188,653,68614,0.48,2024-12-19,approved
70244,4194,3,117559,3.26,208,657,20681,0.26,2022-12-18,rejected
70245,9553,17,65367,8.97,48,697,63290,0.57,2023-02-24,rejected
70246,1767,15,195426,2.57,238,681,34388,0.44,2025-02-21,rejected
70247,765,1,12964,6.07,21,796,51997,0.52,2022-07-06,approved
70248,37,19,5002,13.68,8,767,91332,0.13,2023-08-28,approved
70249,885,20,12371,12.78,27,673,54171,0.33,2024-06-30,rejected
70250,4582,3,350954,4.0,167,716,47596,0.54,2024-03-30,approved
70251,2478,10,4427,17.09,35,739,34757,0.58,2022-11-07,rejected
70252,3176,15,46064,2.07,243,577,36740,0.25,2023-11-27,rejected
70253,7967,14,24788,10.47,29,721,38180,0.28,2022-10-24,rejected
70254,3896,9,917925,4.2,241,586,55885,0.54,2022-08-07,rejected
70255,6791,1,20639,14.01,24,755,69140,0.47,2024-04-29,approved
70256,179,10,638,15.48,14,721,33778,0.37,2022-05-15,rejected
70257,7064,10,3847,17.95,27,691,52324,0.5,2024-07-28,rejected
70258,9174,13,4311,11.91,16,746,31772,0.32,2024-10-12,approved
