tid,cid,pid,amount,purchase_date,payment_mode
74155,535,15,103.54,2025-03-07 04:54:38.685155,Net Banking
74156,5985,27,62.9,2025-03-20 10:54:39.717489,Net Banking
74157,3210,12,553.8,2025-03-14 10:52:31.660973,Wire Transfer
74158,611,17,33.0,2025-01-17 21:42:41.140300,Wire Transfer
74159,5743,1,1132.04,2025-02-09 15:50:21.570306,Net Banking
74160,8156,10,1121.48,2025-01-13 08:28:58.133168,Debit
74161,9969,1,1581.48,2025-01-21 17:05:27.849904,Debit
74162,911,20,546.12,2025-01-09 18:20:26.631707,Wire Transfer
74163,50,5,73.28,2025-03-07 00:40:40.294009,Debit
74164,2450,4,1313.1,2025-03-22 19:37:41.794192,Credit
74165,1460,14,329.4,2025-01-30 10:42:39.733241,Net Banking
74166,3008,7,109.48,2025-02-15 14:02:07.191192,Wire Transfer
74167,3571,17,37.02,2025-01-13 20:43:15.990014,Credit
74168,9155,27,123.36,2025-02-21 11:35:00.560195,Wire Transfer
74169,570,6,344.0,2025-01-26 23:11:19.820428,Credit
74170,9394,8,207.69,2025-02-05 03:03:16.861864,Net Banking
74171,1628,30,284.68,2025-01-02 11:26:20.597629,Net Banking
74172,4625,29,3874.0499999999997,2025-03-24 17:30:32.139482,Net Banking
74173,2352,24,266.2,2025-02-23 03:06:27.522790,Wire Transfer
74174,388,27,81.27,2025-03-16 09:27:29.965000,Wire Transfer
74175,4328,10,964.64,2025-01-12 00:39:44.568192,Credit
74176,4017,5,87.44,2025-02-10 15:33:22.756243,Wire Transfer
74177,8265,21,591.4,2025-02-26 14:11:17.695523,Wire Transfer
74178,2508,9,2522.54,2025-01-05 12:59:06.110514,Credit
74179,3440,8,242.66,2025-03-21 02:54:32.358771,Debit
74180,4637,4,406.73,2025-03-24 03:08:54.600623,Net Banking
74181,9685,19,4378.89,2025-03-08 20:39:56.346661,Debit
74182,178,25,55.19,2025-03-19 04:59:29.473923,Net Banking
74183,8250,27,112.12,2025-03-02 20:49:02.382870,Wire Transfer
74184,459,8,475.86,2025-03-16 07:49:57.897578,Debit
74185,9936,16,587.25,2025-03-21 09:27:55.391537,Credit
74186,9300,30,114.32,2025-03-13 09:15:14.172250,Net Banking
74187,4503,11,940.12,2025-03-01 00:02:21.379529,Credit
74188,5041,19,5376.6,2025-03-02 11:39:25.238691,Debit
74189,9230,11,824.4300000000001,2025-03-04 01:55:14.774605,Credit
74190,786,6,228.2,2025-01-03 01:25:28.288169,Net Banking
74191,5002,9,2386.48,2025-01-30 10:26:30.423027,Credit
74192,9337,4,1239.06,2025-03-06 18:56:48.551062,Net Banking
74193,8776,4,417.21,2025-01-30 14:19:49.259765,Debit
74194,7337,15,187.02,2025-01-21 18:03:14.915261,Net Banking
74195,7734,19,7285.0,2025-02-06 12:31:47.652937,Net Banking
74196,1040,30,209.10000000000002,2025-03-03 00:30:48.577845,Wire Transfer
74197,1205,23,13640.25,2025-01-23 11:33:26.603973,Wire Transfer
74198,3008,2,579.5,2025-02-01 20:03:38.339276,Wire Transfer
74199,2590,24,260.96,2025-03-08 13:22:54.864987,Wire Transfer
74200,1449,22,23.84,2025-02-25 10:07:40.759374,Wire Transfer
74201,6601,30,51.99,2025-01-05 20:12:31.788574,Wire Transfer
74202,2168,3,14455.11,2025-02-08 19:08:00.973385,Debit
74203,8100,20,902.52,2025-01-04 23:39:08.064438,Net Banking
74204,9898,13,938.12,2025-01-23 20:10:50.443455,Wire Transfer
74205,4675,19,6438.16,2025-03-21 21:55:18.810351,Credit
74206,5001,27,28.89,2025-03-14 19:19:26.868073,Debit
74207,1318,25,102.32,2025-03-18 13:18:29.111261,Credit
74208,8603,18,611.34,2025-02-08 17:59:19.421302,Net Banking
74209,1699,17,19.24,2025-01-17 10:30:30.356931,Credit
74210,5542,22,14.1,2025-02-01 18:21:59.239524,Wire Transfer
74211,4054,28,1027.68,2025-03-19 05:38:09.206559,Debit
74212,9705,7,24.83,2025-03-16 01:17:47.335833,Credit
74213,5772,8,250.01,2025-01-01 22:10:11.403622,Credit
74214,428,27,66.36,2025-01-11 08:28:24.994651,Debit
74215,9217,1,2501.52,2025-03-05 00:15:03.125829,Net Banking
74216,5346,7,26.6,2025-02-26 06:27:14.517812,Debit
74217,3027,25,242.84,2025-02-11 06:27:54.329101,Net Banking
74218,7073,7,59.82,2025-01-16 03:25:41.516728,Debit
74219,9847,11,968.49,2025-03-05 03:32:37.147824,Wire Transfer
74220,4055,12,399.24,2025-01-15 13:45:24.117663,Credit
74221,7007,11,264.71,2025-01-14 03:34:02.426985,Net Banking
74222,9105,9,3568.2000000000003,2025-02-09 19:38:06.578856,Wire Transfer
74223,6728,9,1119.52,2025-01-12 02:03:25.526979,Wire Transfer
74224,8187,18,587.98,2025-02-12 06:36:00.933562,Wire Transfer
74225,4567,4,901.8000000000001,2025-02-11 08:44:13.635490,Net Banking
74226,8158,19,5629.049999999999,2025-02-03 03:43:00.760792,Wire Transfer
74227,7300,17,20.97,2025-02-26 17:05:55.256445,Net Banking
74228,7543,16,161.41,2025-01-12 06:15:19.837656,Net Banking
74229,4408,23,15776.16,2025-03-15 01:45:24.825159,Wire Transfer
74230,1770,16,195.84,2025-01-03 21:45:52.612582,Net Banking
74231,9710,2,414.26,2025-02-11 14:07:39.995879,Credit
74232,8255,1,558.78,2025-02-21 10:17:15.912457,Wire Transfer
74233,6029,3,12131.07,2025-03-15 12:54:15.815702,Net Banking
74234,3606,20,1160.92,2025-03-05 09:22:08.084499,Wire Transfer
74235,5278,22,23.8,2025-01-19 10:36:37.646239,Wire Transfer
74236,8515,28,592.2,2025-01-23 10:13:21.551626,Credit
74237,8015,13,1918.56,2025-03-19 08:47:27.187142,Wire Transfer
74238,2095,19,5381.97,2025-03-21 15:04:21.353547,Net Banking
74239,754,11,882.78,2025-03-15 17:39:01.182621,Debit
74240,1157,24,66.99,2025-02-21 18:18:17.112469,Debit
74241,7577,10,469.26,2025-01-12 11:25:43.967580,Credit
74242,9616,9,1464.92,2025-01-29 16:29:46.149851,Wire Transfer
74243,6349,25,148.58,2025-01-22 11:48:16.374383,Wire Transfer
74244,2190,9,1531.31,2025-02-15 09:32:43.124411,Wire Transfer
74245,7733,7,102.96,2025-01-22 10:31:09.106519,Net Banking
74246,9562,1,2216.04,2025-03-13 20:36:22.364827,Debit
74247,4796,4,842.14,2025-02-23 08:15:58.303481,Wire Transfer
74248,376,26,940.86,2025-03-14 05:04:54.032314,Credit
74249,8543,17,47.519999999999996,2025-01-01 16:40:33.068657,Debit
74250,2127,20,1171.68,2025-02-13 22:48:14.384192,Credit
74251,7695,20,870.42,2025-01-08 08:27:22.705193,Credit
74252,2745,29,1711.68,2025-02-20 06:41:37.012492,Credit
74253,6233,21,511.28,2025-01-29 11:53:49.298513,Debit
74254,3871,20,667.71,2025-02-01 11:45:37.434484,Credit
74255,7027,22,14.4,2025-01-12 01:29:42.409035,Net Banking
74256,1025,26,1979.92,2025-03-19 01:20:38.069301,Net Banking
74257,720,27,125.12,2025-01-16 13:44:51.931665,Wire Transfer
74258,2324,26,1998.76,2025-01-30 08:12:27.516961,Wire Transfer
74259,9431,16,310.08,2025-02-05 16:39:17.735863,Debit
74260,9655,22,5.72,2025-03-01 09:59:23.465294,Credit
74261,1031,25,141.24,2025-01-02 05:13:21.178041,Net Banking
74262,13,1,1410.3000000000002,2025-02-27 19:44:55.262476,Net Banking
74263,2427,23,12445.41,2025-01-16 04:36:50.296712,Debit
74264,7961,9,1521.8,2025-03-20 10:51:04.637514,Debit
74265,2977,20,756.66,2025-02-18 00:08:39.194737,Credit
74266,6353,26,1204.9499999999998,2025-02-08 17:19:39.034679,Net Banking
74267,6157,12,138.7,2025-03-18 18:56:33.514079,Debit
74268,5369,19,5449.11,2025-03-08 12:49:56.350401,Wire Transfer
74269,9571,10,1176.88,2025-01-22 10:17:29.117740,Debit
74270,907,30,50.68,2025-02-08 05:33:42.500446,Net Banking
74271,8676,8,931.08,2025-02-07 00:38:10.476631,Debit
74272,5384,4,1235.48,2025-02-10 02:01:14.960764,Net Banking
74273,6370,12,454.40999999999997,2025-01-18 21:33:38.815756,Debit
74274,2630,8,699.76,2025-03-17 00:21:09.149904,Wire Transfer
74275,5653,18,527.74,2025-02-11 15:28:06.998344,Debit
74276,3113,26,449.97,2025-02-19 21:19:15.722004,Debit
74277,9272,17,17.2,2025-01-28 12:49:02.961633,Debit
74278,7229,4,1450.4,2025-02-16 07:44:10.088963,Debit
74279,7267,22,6.51,2025-02-12 05:21:50.818912,Credit
74280,9670,28,968.19,2025-03-08 13:54:50.466922,Debit
74281,5047,8,874.16,2025-02-01 17:48:29.023210,Debit
74282,2194,9,1144.75,2025-02-28 02:12:54.989808,Wire Transfer
74283,587,21,437.64,2025-03-21 01:51:52.129161,Net Banking
74284,9803,27,106.36,2025-01-03 03:35:14.302305,Net Banking
74285,5429,16,160.51,2025-03-07 19:39:09.916834,Wire Transfer
74286,5170,5,81.35,2025-01-11 22:38:40.326775,Credit
74287,8970,5,253.20000000000002,2025-01-23 16:34:45.933809,Credit
74288,5410,17,36.96,2025-01-21 09:32:28.986950,Debit
74289,9450,10,570.98,2025-01-18 02:02:01.789126,Debit
74290,198,7,31.94,2025-01-06 01:01:24.051821,Credit
74291,7810,3,16525.23,2025-03-11 02:42:34.716689,Net Banking
74292,1841,23,16390.32,2025-01-15 03:22:33.560161,Debit
74293,4133,29,5236.44,2025-01-06 01:56:00.285240,Net Banking
74294,3502,2,262.59,2025-01-17 01:13:27.925555,Net Banking
74295,3896,8,874.6,2025-02-01 00:49:32.842541,Debit
74296,1439,14,86.96,2025-01-03 08:51:18.718225,Debit
74297,3261,22,20.28,2025-01-21 06:23:52.635592,Net Banking
74298,6529,18,472.88,2025-02-11 22:18:51.968336,Net Banking
74299,5899,4,942.6299999999999,2025-03-07 23:21:28.961442,Credit
74300,5931,18,254.44,2025-03-13 10:46:33.784727,Debit
74301,5605,21,137.12,2025-01-29 07:14:49.064639,Wire Transfer
74302,8425,17,55.739999999999995,2025-02-01 12:40:19.445427,Net Banking
74303,3515,17,29.1,2025-03-19 09:56:38.640935,Wire Transfer
74304,3960,23,17091.88,2025-01-09 02:58:55.555384,Wire Transfer
74305,7844,12,625.32,2025-01-23 00:53:20.511908,Wire Transfer
74306,5282,18,1157.8,2025-03-23 22:16:42.758928,Wire Transfer
74307,7817,28,549.36,2025-03-03 10:13:42.293594,Credit
74308,6,27,96.08,2025-02-20 22:29:31.217345,Wire Transfer
74309,2712,6,255.54000000000002,2025-01-10 06:36:16.107620,Debit
74310,8873,28,1413.56,2025-02-07 12:06:25.839017,Wire Transfer
74311,9182,13,1216.78,2025-03-15 23:32:42.843737,Credit
74312,6747,19,5200.0199999999995,2025-01-20 20:09:10.922763,Net Banking
74313,7026,24,80.57,2025-03-03 12:20:44.669446,Credit
74314,7625,27,32.36,2025-01-14 18:55:15.311768,Credit
74315,671,22,18.27,2025-03-07 15:10:18.604680,Credit
74316,8600,15,250.24,2025-02-28 10:50:35.675290,Debit
74317,7644,2,876.36,2025-02-19 09:52:43.808300,Credit
74318,5025,17,41.28,2025-02-07 23:12:53.421252,Wire Transfer
74319,737,22,6.23,2025-01-20 22:18:56.563727,Debit
74320,8268,12,363.57,2025-01-22 08:56:42.879703,Wire Transfer
74321,7510,8,426.82,2025-03-20 11:15:28.055842,Net Banking
74322,7593,21,491.32,2025-02-08 14:10:52.193723,Debit
74323,5091,8,381.68,2025-02-24 12:02:50.902270,Credit
74324,5381,22,16.0,2025-01-07 05:01:57.810483,Credit
74325,7221,12,516.2,2025-03-09 06:37:18.380106,Credit
74326,2777,13,1270.96,2025-01-27 20:08:09.998607,Credit
74327,2039,15,201.2,2025-01-09 16:22:34.123976,Wire Transfer
74328,1379,12,149.76,2025-03-19 15:28:06.295508,Debit
74329,7544,20,1095.72,2025-03-19 13:57:17.375916,Net Banking
74330,5430,26,856.34,2025-02-13 10:15:05.284137,Net Banking
74331,2331,13,619.4,2025-02-09 18:53:45.994398,Wire Transfer
74332,7451,8,194.13,2025-03-22 03:50:47.766716,Credit
74333,2880,11,644.36,2025-02-23 03:41:41.318506,Credit
74334,1563,4,444.11,2025-02-12 13:41:28.994905,Credit
74335,812,2,867.03,2025-03-16 15:24:01.256459,Wire Transfer
74336,9727,20,862.4100000000001,2025-03-13 20:51:10.931857,Net Banking
74337,5983,2,234.16,2025-03-17 03:45:29.958618,Wire Transfer
74338,8781,8,840.8,2025-01-26 13:09:27.335133,Credit
74339,4392,15,111.78,2025-02-01 11:12:55.298229,Net Banking
74340,6693,26,812.04,2025-02-13 17:25:56.277913,Net Banking
74341,2846,16,191.7,2025-01-23 16:54:43.717048,Debit
74342,1756,26,2128.72,2025-01-09 13:52:33.539691,Net Banking
74343,3673,16,558.08,2025-02-28 00:04:34.729754,Credit
74344,9542,30,273.48,2025-03-08 06:52:45.749719,Credit
74345,1521,3,3898.85,2025-01-19 00:38:31.834080,Wire Transfer
74346,3551,6,197.82,2025-01-24 17:07:58.861729,Wire Transfer
74347,3767,5,152.32,2025-03-23 03:49:48.728088,Debit
74348,3849,29,6708.0,2025-02-07 23:31:33.967220,Credit
74349,9337,9,5933.68,2025-02-16 08:41:43.926827,Wire Transfer
74350,3232,4,1410.72,2025-03-09 14:58:48.844624,Credit
74351,7883,13,555.38,2025-02-03 09:26:43.457639,Credit
74352,9913,14,187.28,2025-02-16 13:45:52.126435,Credit
74353,1347,22,6.13,2025-02-06 21:58:03.922220,Debit
74354,3071,8,441.02,2025-01-01 02:40:40.321971,Debit
74355,6107,8,208.03,2025-01-06 13:14:54.679261,Wire Transfer
74356,4775,5,261.27,2025-01-17 17:17:18.877394,Wire Transfer
74357,4271,3,22174.12,2025-02-26 03:20:44.425562,Net Banking
74358,2155,1,1302.74,2025-02-17 10:33:54.778434,Net Banking
74359,7279,12,111.57,2025-02-05 12:40:45.948080,Net Banking
74360,4549,9,5158.56,2025-02-16 11:40:21.383895,Credit
74361,5472,27,31.08,2025-03-14 20:32:26.132945,Net Banking
74362,835,24,170.32,2025-02-20 06:56:22.448840,Net Banking
74363,7337,19,8011.48,2025-02-24 08:00:02.824151,Net Banking
74364,6667,2,720.84,2025-01-31 03:56:03.804448,Debit
74365,5195,23,4111.32,2025-01-28 05:46:09.714322,Net Banking
74366,9839,21,398.82,2025-02-20 04:41:02.536449,Debit
74367,4448,6,205.62,2025-01-04 16:21:21.605393,Net Banking
74368,2365,3,14145.66,2025-02-06 14:57:32.640634,Debit
74369,4833,5,173.86,2025-01-02 15:15:34.667788,Wire Transfer
74370,9830,13,1415.28,2025-03-03 16:58:41.292238,Net Banking
74371,6402,30,196.96,2025-02-11 14:16:42.563414,Wire Transfer
74372,3186,22,7.9,2025-03-19 11:22:55.386160,Net Banking
74373,2100,16,662.08,2025-03-07 18:22:32.266527,Credit
74374,6023,18,222.46,2025-02-19 19:44:39.168506,Net Banking
74375,2462,9,5384.4,2025-01-16 15:22:49.616954,Debit
74376,6978,3,15619.72,2025-03-07 15:17:27.166865,Net Banking
74377,4536,21,161.16,2025-01-29 09:28:26.396609,Credit
74378,1985,28,991.02,2025-03-15 00:28:59.502944,Wire Transfer
74379,5723,16,565.8,2025-03-10 12:54:39.636506,Net Banking
74380,4036,16,149.68,2025-01-07 08:09:38.858403,Net Banking
74381,8537,16,659.16,2025-02-26 17:30:15.649579,Debit
74382,3628,5,70.08,2025-01-27 13:19:34.323147,Wire Transfer
74383,1409,9,5408.64,2025-02-20 23:58:30.906006,Debit
74384,945,1,639.2,2025-03-11 00:49:53.430605,Credit
74385,7838,17,44.910000000000004,2025-03-07 01:00:52.968129,Credit
74386,6053,15,50.29,2025-03-17 09:04:41.727984,Debit
74387,9020,27,96.57,2025-02-22 11:55:54.339246,Net Banking
74388,3770,11,930.08,2025-01-04 06:27:16.254275,Net Banking
74389,6740,18,1070.32,2025-02-02 19:08:19.023154,Net Banking
74390,8606,4,1543.84,2025-03-07 18:07:16.194257,Net Banking
74391,7917,30,205.02,2025-02-06 09:08:05.332062,Credit
74392,577,30,132.44,2025-01-21 22:36:41.511572,Credit
74393,1430,27,64.32,2025-02-19 05:27:48.205808,Credit
74394,4290,21,445.44,2025-02-17 11:37:28.461612,Debit
74395,7625,25,73.75,2025-01-25 21:49:20.471656,Wire Transfer
74396,4797,23,16139.76,2025-02-24 10:11:26.752519,Net Banking
74397,4023,3,15323.64,2025-02-06 19:37:18.826543,Credit
74398,2665,15,131.2,2025-03-06 19:55:57.686091,Debit
74399,6274,4,411.14,2025-03-19 21:17:59.260638,Wire Transfer
74400,5372,24,78.73,2025-02-21 13:21:57.131741,Wire Transfer
74401,6163,23,14301.57,2025-01-21 13:30:30.032900,Net Banking
74402,7672,25,211.82999999999998,2025-01-15 21:50:25.863492,Net Banking
74403,4653,14,300.63,2025-01-18 23:26:47.758376,Credit
74404,479,11,1029.6,2025-01-21 13:16:28.160553,Wire Transfer
74405,9911,4,340.31,2025-01-02 19:14:39.732678,Credit
74406,3952,8,763.26,2025-01-12 01:47:36.805252,Wire Transfer
74407,1172,28,274.64,2025-01-04 00:51:32.722472,Wire Transfer
74408,7152,3,12517.41,2025-01-04 22:38:40.228156,Debit
74409,1,15,56.01,2025-03-19 23:54:13.768487,Credit
74410,9215,16,504.72,2025-02-04 16:16:05.988507,Net Banking
74411,8388,18,907.28,2025-01-14 04:26:45.323736,Credit
74412,6446,18,270.42,2025-03-23 00:21:12.831548,Net Banking
74413,1882,26,945.14,2025-02-12 01:25:40.406944,Wire Transfer
74414,4323,3,9160.72,2025-02-01 22:59:00.297730,Credit
74415,4669,18,654.27,2025-01-21 03:07:42.430665,Credit
74416,2010,18,600.32,2025-02-12 02:49:23.785003,Wire Transfer
74417,7274,7,107.76,2025-01-29 06:47:31.783355,Credit
74418,6743,1,1821.48,2025-01-19 17:01:41.770072,Wire Transfer
74419,5567,23,5466.08,2025-01-17 13:46:59.086359,Wire Transfer
74420,92,18,816.4499999999999,2025-02-15 18:47:51.509059,Credit
74421,1422,28,1054.77,2025-02-27 15:43:03.368289,Credit
74422,7689,5,131.26,2025-02-24 16:45:47.650377,Debit
74423,4093,3,10187.24,2025-01-23 03:46:56.577960,Credit
74424,3233,20,258.18,2025-02-13 01:26:47.948606,Wire Transfer
74425,4999,6,477.32,2025-01-08 06:15:58.904075,Debit
74426,8668,20,223.26,2025-02-24 11:04:21.661620,Credit
74427,4884,5,87.6,2025-02-14 21:20:36.128913,Wire Transfer
74428,4930,30,66.6,2025-01-22 08:12:31.305501,Wire Transfer
74429,5038,14,105.88,2025-01-17 14:06:42.028292,Debit
74430,6589,4,389.76,2025-02-26 12:21:57.104244,Credit
74431,2732,6,478.2,2025-03-17 15:08:24.958312,Net Banking
74432,1269,11,517.92,2025-03-11 17:42:56.314617,Credit
74433,7688,3,16704.84,2025-01-12 06:41:23.053608,Wire Transfer
74434,6056,18,832.29,2025-02-05 21:45:50.189901,Debit
74435,673,21,253.88,2025-01-13 11:02:02.842949,Debit
74436,6849,18,625.47,2025-03-14 23:49:18.665367,Debit
74437,5739,8,755.76,2025-01-08 02:15:31.391881,Credit
74438,3486,3,14004.36,2025-02-07 09:18:19.456589,Debit
74439,4953,30,118.02,2025-02-22 05:13:57.814316,Debit
74440,9072,22,19.59,2025-01-24 21:48:16.184064,Net Banking
74441,4093,16,629.64,2025-01-25 10:06:49.351699,Net Banking
74442,6955,15,116.38,2025-02-21 23:11:10.287494,Net Banking
74443,5106,17,29.98,2025-01-20 08:28:21.056369,Net Banking
74444,5558,22,5.91,2025-01-01 19:37:16.648148,Debit
74445,4021,5,136.72,2025-01-18 06:26:04.380575,Net Banking
74446,6208,22,19.200000000000003,2025-02-17 12:54:34.103399,Credit
74447,3252,6,100.63,2025-02-09 03:52:11.231930,Wire Transfer
74448,6926,21,329.64,2025-01-30 07:09:56.267984,Credit
74449,4145,2,245.82,2025-02-15 10:50:53.203544,Debit
74450,4863,13,2031.63,2025-01-29 13:37:58.363983,Credit
74451,6715,4,308.8,2025-01-16 17:22:43.137116,Debit
74452,2228,10,1098.64,2025-01-20 07:10:01.425157,Wire Transfer
74453,5471,30,71.9,2025-01-07 16:48:32.428231,Net Banking
74454,8300,16,171.26,2025-03-12 01:58:21.088120,Wire Transfer
74455,3806,13,1812.1499999999999,2025-02-16 07:44:34.934542,Net Banking
74456,557,23,4168.83,2025-02-11 08:49:22.163881,Wire Transfer
74457,4598,5,152.6,2025-01-15 10:17:23.492433,Net Banking
74458,5887,15,145.35000000000002,2025-02-03 11:45:47.059586,Credit
74459,6978,28,381.59,2025-01-08 07:03:12.187657,Credit
74460,6759,1,1124.38,2025-03-08 14:45:04.071345,Credit
74461,4221,26,933.48,2025-02-25 08:28:51.987130,Wire Transfer
74462,122,4,1285.68,2025-02-05 09:44:40.846566,Net Banking
74463,7893,4,841.08,2025-01-27 14:17:12.050317,Debit
74464,9611,13,584.37,2025-03-20 04:34:53.341180,Wire Transfer
74465,4336,10,543.7,2025-02-01 13:30:03.751927,Debit
74466,9140,6,368.07,2025-01-11 11:00:17.893849,Net Banking
74467,1140,1,1350.72,2025-03-07 14:01:48.654983,Debit
74468,7108,1,1252.98,2025-03-20 22:09:33.439041,Wire Transfer
74469,3603,15,205.64,2025-03-17 08:22:55.744596,Wire Transfer
74470,6507,19,6426.88,2025-01-18 21:16:59.258368,Net Banking
74471,7083,10,858.3000000000001,2025-02-23 08:22:57.277481,Net Banking
74472,6684,24,175.26,2025-03-07 06:56:08.507534,Debit
74473,8049,25,72.36,2025-01-28 09:41:32.184471,Wire Transfer
74474,6640,12,123.35,2025-02-20 18:31:55.282480,Net Banking
74475,1673,12,283.92,2025-01-12 03:21:40.276640,Credit
74476,1393,30,186.32999999999998,2025-02-24 02:38:37.261871,Credit
74477,722,30,137.76,2025-01-08 13:04:31.095204,Net Banking
74478,4877,5,151.7,2025-03-24 17:31:55.677905,Debit
74479,3836,9,2762.56,2025-02-25 01:52:38.407866,Net Banking
74480,2321,10,795.96,2025-03-01 03:31:43.684559,Net Banking
74481,8916,25,160.29,2025-01-25 09:58:49.037896,Debit
74482,7421,8,254.73,2025-01-26 23:43:05.176188,Credit
74483,6576,11,309.82,2025-03-21 04:32:48.829746,Net Banking
74484,4013,15,155.10000000000002,2025-03-21 18:10:45.804247,Net Banking
74485,8457,3,16094.61,2025-01-15 07:01:55.628060,Debit
74486,6677,29,1294.3,2025-01-23 13:02:20.147485,Debit
74487,3400,22,20.1,2025-03-02 13:22:46.654830,Credit
74488,4444,25,101.0,2025-01-29 13:32:57.717994,Debit
74489,6809,15,195.36,2025-01-25 14:07:31.391876,Wire Transfer
74490,2324,19,7829.0,2025-03-21 19:17:47.318375,Credit
74491,7943,15,240.96,2025-03-11 00:58:45.302053,Wire Transfer
74492,5877,21,135.3,2025-03-19 02:22:45.726518,Credit
74493,2359,5,86.03,2025-02-21 03:10:12.816257,Debit
74494,9381,18,467.0,2025-03-20 08:31:32.391713,Credit
74495,191,28,375.11,2025-01-14 09:36:20.895534,Debit
74496,7340,3,5023.88,2025-01-20 13:05:21.150864,Wire Transfer
74497,2694,29,1547.28,2025-02-14 14:44:03.565700,Debit
74498,3155,7,73.32000000000001,2025-03-11 15:30:34.523959,Net Banking
74499,2607,27,43.92,2025-01-26 16:00:39.086330,Wire Transfer
74500,919,26,1535.84,2025-02-05 16:29:58.776559,Wire Transfer
74501,5422,4,1720.32,2025-02-10 12:04:00.421867,Credit
74502,2565,3,7929.0,2025-01-31 13:02:57.461290,Wire Transfer
74503,6037,22,20.580000000000002,2025-01-10 06:01:37.850736,Credit
74504,8772,29,1559.11,2025-03-15 09:54:57.493179,Debit
74505,3397,9,2609.92,2025-02-10 18:35:27.637108,Credit
74506,3345,24,238.68,2025-01-18 23:17:32.810104,Wire Transfer
74507,2688,15,95.18,2025-02-26 21:17:04.423084,Net Banking
74508,9190,29,6956.8,2025-03-13 00:27:14.778372,Debit
74509,5909,22,13.92,2025-02-06 17:15:53.166716,Debit
74510,4058,13,1055.32,2025-03-15 00:19:02.707044,Credit
74511,2786,27,66.44999999999999,2025-01-03 13:45:00.747306,Net Banking
74512,4322,4,991.6200000000001,2025-02-26 13:24:28.875443,Net Banking
74513,553,17,14.97,2025-01-02 05:10:53.101431,Debit
74514,3719,18,888.24,2025-03-21 15:52:24.669429,Credit
74515,9923,9,2426.98,2025-03-07 14:16:48.892606,Net Banking
74516,9051,22,16.56,2025-02-15 08:47:47.794772,Wire Transfer
74517,8288,11,1094.16,2025-01-26 07:29:29.376190,Credit
74518,9510,28,565.74,2025-02-18 17:02:13.035868,Debit
74519,7983,17,16.8,2025-01-27 02:07:12.414569,Net Banking
74520,5119,13,554.36,2025-02-26 00:09:07.127566,Net Banking
74521,9272,18,427.34,2025-01-22 06:54:23.957700,Credit
74522,1300,12,540.0,2025-02-24 15:02:39.582441,Credit
74523,2761,21,110.89,2025-03-12 02:46:56.215763,Debit
74524,4320,1,2195.32,2025-02-24 14:02:05.781360,Wire Transfer
74525,3753,20,1191.48,2025-03-08 00:49:35.521155,Debit
74526,9079,24,203.28000000000003,2025-01-16 07:55:02.513183,Net Banking
74527,2247,12,283.1,2025-02-18 00:05:10.298900,Debit
74528,3599,20,312.95,2025-02-24 23:10:38.151602,Wire Transfer
74529,2723,7,92.97,2025-01-19 21:47:18.309863,Debit
74530,4671,1,2097.4,2025-03-12 15:55:39.564999,Debit
74531,6891,22,24.12,2025-03-01 14:38:42.861371,Credit
74532,272,2,214.04,2025-01-31 14:19:35.617808,Credit
74533,7144,26,2123.0,2025-02-17 17:28:29.614963,Wire Transfer
74534,1663,23,11611.710000000001,2025-01-22 08:39:39.939728,Credit
74535,4875,8,916.32,2025-01-27 08:10:35.442935,Credit
74536,6580,11,489.64,2025-01-22 10:46:06.439541,Net Banking
74537,7804,28,957.78,2025-01-13 22:16:11.045294,Wire Transfer
74538,3218,27,67.26,2025-03-17 04:18:38.414424,Debit
74539,3636,17,16.96,2025-01-21 18:21:01.927075,Debit
74540,2829,12,497.31000000000006,2025-01-22 07:22:07.163567,Wire Transfer
74541,8017,19,4660.47,2025-02-05 10:18:49.047381,Debit
74542,7389,27,118.32,2025-03-09 02:40:04.790540,Debit
74543,3382,25,103.78,2025-01-08 14:42:03.596993,Net Banking
74544,9102,3,21052.36,2025-02-12 16:17:28.548802,Debit
74545,8328,30,184.59,2025-02-20 16:41:51.496364,Net Banking
74546,2798,9,4939.56,2025-02-13 14:00:57.682734,Net Banking
74547,4636,12,332.56,2025-01-17 11:33:01.448295,Debit
74548,1691,7,55.78,2025-03-04 00:28:06.117180,Credit
74549,508,18,898.48,2025-02-25 09:03:32.028670,Net Banking
74550,6347,26,386.97,2025-02-10 08:47:37.772577,Net Banking
74551,3990,9,4499.9400000000005,2025-03-05 21:49:26.224739,Debit
74552,6281,7,63.14,2025-01-10 01:22:49.446659,Net Banking
74553,8377,1,2353.84,2025-02-16 05:52:09.206531,Credit
74554,1901,17,18.62,2025-01-02 15:54:50.814986,Credit
74555,6272,12,407.61,2025-02-11 12:18:15.042121,Debit
74556,558,29,3240.12,2025-03-14 17:29:19.831206,Credit
74557,4230,23,5513.66,2025-02-19 20:18:14.736345,Credit
74558,9688,22,6.77,2025-02-22 04:11:41.939307,Wire Transfer
74559,1120,1,2386.24,2025-01-09 00:02:30.672031,Debit
74560,4428,11,775.6200000000001,2025-01-04 20:42:57.225661,Credit
74561,102,15,146.34,2025-01-09 03:40:53.386045,Debit
74562,1127,13,498.83,2025-02-24 06:33:56.220915,Debit
74563,6360,3,15184.77,2025-03-18 16:50:52.600831,Debit
74564,4478,9,1246.36,2025-03-24 10:27:37.158672,Net Banking
74565,584,26,509.97,2025-03-21 23:07:18.687650,Debit
